idCandidat;idEpreuve;Note
0316248699;005A;4,5
0316248699;008A;8,5
0316248699;008C;7
0316248699;006A-3;8,5
0316248699;002;15
0316248699;001;12
0316248699;009;6
0316248699;003;7
0316248699;004;5
0316521988;007C;4
0316521988;002;8
0316521988;007A;7
0316521988;001;10
0316521988;009;11
0316521988;003;11
0316521988;004;4
0316521988;005A;4
0316522148;015;13
0316522148;006A-3;10
0316522148;008A;8
0316522148;005A;7
0316522148;001;13
0316522148;008C;6
0316522148;007C;10
0316522148;003;14
0316522148;004;7
0316522148;002;10
0316522148;007A;13
0316522148;009;10
0316522255;002;14
0316522255;001;6
0316522255;005A;3,5
0316522255;015;14
0316522255;006A-3;8
0316522255;004;4
0316522255;003;7
0316522255;017;13
0316522255;009;11
0316523419;017;12
0316523419;015;12
0316523419;002;10
0316523419;006A-3;5,5
0316523419;001;12
0316523419;009;7
0316523419;003;12
0316523419;004;7
0316523419;005A;5
0316523419;005B;18
0316525012;003;12
0316525012;002;14
0316525012;015;13
0316525012;001;12
0316525012;009;12
0316525012;004;4
0316525012;005A;3
0316525362;006A-3;6
0316525362;008A;7,5
0316525362;001;8
0316525362;007BA;2
0316525362;007A;4,5
0316525362;009;7
0316525362;008BA;4
0316525362;008BB;9
0316525362;016;11
0316525362;004;9
0316525362;005A;4
0316525362;005B;10
0316525362;015;6
0316525362;007BB;8
0316525362;003;7
0316525362;002;11
0316525362;017;12
0316527748;001;12
0316527748;008C;AB
0316527748;009;13
0316527748;004;6
0316527748;005A;5,5
0316527748;003;11
0316527748;002;8
0316527748;010B;14,5
0316527748;010A;2
0316527748;006A-3;5
0316527748;008A;8,5
0316528024;009;4
0316528024;007A;9,5
0316528024;007C;8
0316528024;004;7
0316528024;003;10
0316528024;002;7
0316528024;017;9
0316528024;008A;7
0316528024;001;9
0316528024;008C;12
0316652979;007BA;10
0316652979;007A;7,5
0316652979;008BB;9
0316652979;003;5
0316652979;017;10
0316652979;002;9
0316652979;009;16
0316652979;008BA;14
0316652979;007BB;6
0316652979;005B;12
0316652979;005A;2,5
0316652979;004;4
0316652979;001;10
0316652979;008A;6
0316653043;004;9
0316653043;005A;9
0316653043;003;12
0316653043;002;4
0316653043;005B;12
0316653043;017;11
0316653043;001;8
0316653043;006A-3;6
0316653043;009;7
0316653046;007BA;2
0316653046;004;12
0316653046;008BA;8
0316653046;005A;6
0316653046;003;10
0316653046;002;7
0316653046;005B;15
0316653046;017;9
0316653046;001;7
0316653046;006A-3;8
0316653046;007BB;9
0316653046;008A;7,5
0316653046;009;5
0316653046;008BB;6
0316653046;007A;8,5
0316653062;007BB;5
0316653062;005A;10,5
0316653062;001;9
0316653062;008BA;14
0316653062;008BB;8
0316653062;008A;15
0316653062;003;5
0316653062;004;7
0316653062;005B;11
0316653062;002;9
0316653062;007BA;10
0316653062;007A;9,5
0316653062;017;13
0316653062;009;6
0316653062;006A-3;7
0316653065;015;13
0316653065;004;8
0316653065;008BA;4
0316653065;008BB;6
0316653065;005A;4,5
0316653065;003;11
0316653065;002;12
0316653065;005B;18
0316653065;017;12
0316653065;001;9
0316653065;006A-3;8
0316653065;008A;12,5
0316653065;009;6
0316653066;002;8
0316653066;009;6
0316653066;008C;5
0316653066;005A;4
0316653066;004;13
0316653066;008A;6,5
0316653066;001;10
0316653066;003;6
0316653074;005B;18
0316653074;007BA;16
0316653074;008A;5,5
0316653074;001;7
0316653074;008BA;8
0316653074;008BB;4
0316653074;005A;5,5
0316653074;007BB;10
0316653074;006A-3;8
0316653074;004;11
0316653074;003;5
0316653074;017;11
0316653074;009;9
0316653074;002;10
0316653074;007A;14,5
0316653097;007BB;7
0316653097;005A;3,5
0316653097;001;10
0316653097;008A;10
0316653097;003;6
0316653097;004;11
0316653097;008BB;14
0316653097;005B;14
0316653097;002;8
0316653097;007BA;6
0316653097;007A;10,5
0316653097;017;8
0316653097;009;7
0316653097;006A-3;4
0316653097;008BA;14
0316653112;001;12
0316653112;005A;7
0316653112;008BA;4
0316653112;008BB;6
0316653112;008A;11,5
0316653112;006A-3;5
0316653112;004;10
0316653112;003;4
0316653112;017;15
0316653112;009;6
0316653112;002;8
0316653112;005B;18
0316653119;005A;6
0316653119;007BA;16
0316653119;003;9
0316653119;002;9
0316653119;005B;11
0316653119;017;13
0316653119;001;8
0316653119;006A-3;7
0316653119;007BB;13
0316653119;009;7
0316653119;007A;13
0316653119;004;10
0316653129;008BA;8
0316653129;005A;8
0316653129;008BB;6
0316653129;003;7
0316653129;002;5
0316653129;005B;11
0316653129;017;12
0316653129;001;10
0316653129;006A-3;4
0316653129;009;11
0316653129;008A;10
0316653129;007BB;10
0316653129;007A;9,5
0316653129;004;12
0316653129;007BA;10
0316653131;015;15
0316653131;003;12
0316653131;002;4
0316653131;005B;13
0316653131;017;9
0316653131;001;4
0316653131;006A-3;10,5
0316653131;009;7
0316653131;007BB;10
0316653131;007A;9
0316653131;004;7
0316653131;007BA;6
0316653131;005A;7
0316653139;003;6
0316653139;002;13
0316653139;005B;16
0316653139;017;16
0316653139;001;8
0316653139;006A-3;7,5
0316653139;009;11
0316653139;007BB;11
0316653139;007A;12
0316653139;004;2
0316653139;007BA;10
0316653139;005A;4,5
0316653142;005B;17
0316653142;017;12
0316653142;015;11
0316653142;001;11
0316653142;006A-3;9
0316653142;009;8
0316653142;007BB;10
0316653142;008A;7,5
0316653142;007A;9
0316653142;004;6
0316653142;007BA;6
0316653142;005A;4
0316653142;008BA;14
0316653142;003;12
0316653142;008BB;15
0316653142;002;9
0316653148;006A-3;9
0316653148;004;6
0316653148;003;10
0316653148;008BB;12
0316653148;017;11
0316653148;009;7
0316653148;002;9
0316653148;008A;6
0316653148;008BA;8
0316653148;005B;16
0316653148;001;8
0316653148;005A;8
0316653162;001;6
0316653162;006A-3;9
0316653162;009;10
0316653162;007BB;12
0316653162;008A;10,5
0316653162;007A;9
0316653162;004;5
0316653162;007BA;16
0316653162;005A;11
0316653162;008BA;8
0316653162;003;9
0316653162;008BB;8
0316653162;002;6
0316653162;005B;18
0316653162;017;6
0316653167;008A;7,5
0316653167;007BB;15
0316653167;006A-2;14
0316653167;005B;16
0316653167;003;3
0316653167;008BA;8
0316653167;002;6
0316653167;006BA;6
0316653167;017;12
0316653167;009;5
0316653167;007BA;6
0316653167;007A;9,5
0316653167;004;11
0316653167;005A;8,5
0316653167;006BB;3
0316653167;008BB;6
0316653167;001;6
0316653173;015;12
0316653173;009;5
0316653173;008A;7
0316653173;004;7
0316653173;005A;5
0316653173;008BA;8
0316653173;003;5
0316653173;008BB;4
0316653173;002;9
0316653173;005B;18
0316653173;017;11
0316653173;001;10
0316653173;006A-3;5
0316653192;006BA;3,5
0316653192;002;13
0316653192;017;17
0316653192;009;10
0316653192;007BB;10
0316653192;015;15
0316653192;006BB;5
0316653192;005A;4
0316653192;004;2
0316653192;005B;AB
0316653192;001;11
0316653192;006A-2;11
0316653192;003;8
0316653192;007BA;6
0316653192;007A;10
0316653209;007BA;6
0316653209;006A-3;4
0316653209;004;8
0316653209;003;10
0316653209;008BB;15
0316653209;017;11
0316653209;009;10
0316653209;007A;8,5
0316653209;002;12
0316653209;008A;3,5
0316653209;008BA;8
0316653209;001;4
0316653209;007BB;7
0316653209;015;16
0316653211;008BB;5
0316653211;008A;1,5
0316653211;004;7
0316653211;007A;2
0316653211;008BA;8
0316653211;005A;5
0316653211;003;10
0316653211;002;10
0316653211;007BB;4
0316653211;005B;16
0316653211;017;13
0316653211;001;11
0316653211;006A-3;11
0316653211;007BA;2
0316653211;009;7
0316653214;004;5
0316653214;007BB;11
0316653214;007A;5,5
0316653214;005A;6,5
0316653214;007BA;10
0316653214;003;11
0316653214;002;10
0316653214;005B;11
0316653214;017;10
0316653214;001;8
0316653214;006A-3;5,5
0316653214;009;6
0316653261;005A;8
0316653261;001;9
0316653261;008BA;4
0316653261;007A;7,5
0316653261;003;8
0316653261;004;8
0316653261;008A;7
0316653261;005B;7
0316653261;002;5
0316653261;015;5
0316653261;007BB;4
0316653261;017;6
0316653261;009;5
0316653261;007BA;10
0316653261;008BB;7
0316653283;004;4
0316653283;007BB;13
0316653283;008BA;4
0316653283;007A;11,5
0316653283;005A;5
0316653283;007BA;20
0316653283;003;4
0316653283;002;7
0316653283;005B;19
0316653283;017;9
0316653283;001;5
0316653283;006A-3;8,5
0316653283;008A;11
0316653283;009;6
0316653283;008BB;12
0316653296;004;4
0316653296;007BB;10
0316653296;008BA;8
0316653296;007A;6
0316653296;005A;4
0316653296;016;11
0316653296;007BA;10
0316653296;003;10
0316653296;002;12
0316653296;005B;17
0316653296;017;13
0316653296;001;10
0316653296;006A-3;9
0316653296;008A;4
0316653296;009;6
0316653296;008BB;8
0316653296;015;15
0316653311;006A-3;7
0316653311;008A;13
0316653311;004;8
0316653311;003;9
0316653311;007BB;13
0316653311;008BB;20
0316653311;017;14
0316653311;009;8
0316653311;002;8
0316653311;008BA;14
0316653311;001;6
0316653311;005B;15
0316653311;007A;11
0316653311;005A;4
0316653311;007BA;8
0316653323;001;11
0316653323;005A;2,5
0316653323;014B;17
0316653323;008A;2
0316653323;008BA;4
0316653323;014A;12
0316653323;004;7
0316653323;003;8
0316653323;017;12
0316653323;009;4
0316653323;005B;17
0316653323;002;7
0316653323;008BB;6
0316653323;015;13
0316653348;017;14
0316653348;009;9
0316653348;008BA;8
0316653348;006BB;5
0316653348;005A;5
0316653348;004;6
0316653348;005B;18
0316653348;001;9
0316653348;006A-2;8,5
0316653348;008A;9,5
0316653348;003;8
0316653348;006BA;8
0316653348;008BB;7
0316653348;002;6
0316653361;005A;5
0316653361;003;8
0316653361;002;9
0316653361;005B;16
0316653361;017;16
0316653361;001;8
0316653361;006A-3;8
0316653361;009;8
0316653361;004;8
0316653390;005A;7
0316653390;007A;9,5
0316653390;007BA;10
0316653390;003;9
0316653390;002;10
0316653390;005B;8
0316653390;017;14
0316653390;001;5
0316653390;006A-3;6,5
0316653390;009;7
0316653390;004;3
0316653390;007BB;10
0316653394;008A;11,5
0316653394;008BA;8
0316653394;004;6
0316653394;008BB;5
0316653394;003;4
0316653394;007BB;9
0316653394;017;11
0316653394;009;6
0316653394;002;8
0316653394;001;11
0316653394;005B;12
0316653394;007A;7,5
0316653394;005A;11
0316653394;007BA;6
0316653394;006A-3;6
0316653427;007A;5,5
0316653427;007BA;6
0316653427;003;10
0316653427;002;10
0316653427;005B;15
0316653427;017;15
0316653427;008A;5,5
0316653427;001;7
0316653427;006A-3;5,5
0316653427;009;9
0316653427;008BA;14
0316653427;008BB;4
0316653427;004;9
0316653427;007BB;5
0316653427;005A;6,5
0316653436;007BA;10
0316653436;008BB;11
0316653436;007A;11
0316653436;005B;18
0316653436;003;11
0316653436;006A-3;7,5
0316653436;002;10
0316653436;017;11
0316653436;008BA;8
0316653436;007BB;15
0316653436;009;6
0316653436;004;9
0316653436;005A;5
0316653436;001;8
0316653436;008A;16
0316653436;011-2;8
0316653518;003;5
0316653518;002;6
0316653518;005B;13
0316653518;017;11
0316653518;008A;7
0316653518;001;7
0316653518;006A-3;10
0316653518;009;5
0316653518;008BA;4
0316653518;008BB;3
0316653518;004;8
0316653518;007BB;10
0316653518;005A;4
0316653518;007A;6
0316653518;007BA;10
0316653874;008BB;8
0316653874;017;12
0316653874;001;11
0316653874;006A-3;6
0316653874;009;8
0316653874;008A;8
0316653874;004;10
0316653874;007BB;7
0316653874;005A;7
0316653874;007A;6,5
0316653874;007BA;2
0316653874;003;12
0316653874;002;9
0316653874;005B;16
0316653874;008BA;8
0316653996;001;6
0316653996;006A-3;8
0316653996;008A;7,5
0316653996;009;7
0316653996;007A;7
0316653996;008BA;8
0316653996;004;6
0316653996;007BB;17
0316653996;005A;5,5
0316653996;003;3
0316653996;002;12
0316653996;007BA;10
0316653996;005B;11
0316653996;008BB;12
0316653996;017;11
0316654014;008A;6
0316654014;009;6
0316654014;007A;4,5
0316654014;008BA;4
0316654014;004;8
0316654014;007BB;9
0316654014;005A;5,5
0316654014;003;5
0316654014;002;10
0316654014;007BA;6
0316654014;005B;14
0316654014;008BB;13
0316654014;017;13
0316654014;001;7
0316654014;015;12
0316654029;007BB;10
0316654029;017;9
0316654029;009;10
0316654029;002;9
0316654029;001;7
0316654029;005B;14
0316654029;007A;8,5
0316654029;005A;9
0316654029;007BA;6
0316654029;006A-3;9
0316654029;008A;10,5
0316654029;008BA;8
0316654029;004;8
0316654029;008BB;11
0316654029;003;6
0316654068;008A;2,5
0316654068;004;3
0316654068;005A;4
0316654068;008BA;8
0316654068;008BB;4
0316654068;007BB;13
0316654068;003;3
0316654068;002;9
0316654068;005B;17
0316654068;007A;12,5
0316654068;017;18
0316654068;007BA;16
0316654068;001;7
0316654068;006A-3;11
0316654068;009;10
0316654089;007A;9,5
0316654089;008BA;4
0316654089;004;9
0316654089;005A;4
0316654089;007BB;6
0316654089;003;5
0316654089;002;7
0316654089;005B;13
0316654089;017;11
0316654089;007BA;6
0316654089;008BB;10
0316654089;001;8
0316654089;006A-3;6
0316654089;009;10
0316654089;008A;7,5
0316654100;004;12
0316654100;005A;3,5
0316654100;008A;10
0316654100;003;4
0316654100;002;4
0316654100;007BB;4
0316654100;005B;10
0316654100;017;13
0316654100;007A;7,5
0316654100;001;7
0316654100;007BA;10
0316654100;006A-3;4,5
0316654100;009;4
0316654100;008BA;8
0316654100;008BB;5
0316654213;004;7
0316654213;005A;8
0316654213;003;4
0316654213;002;15
0316654213;008BA;8
0316654213;007BB;12
0316654213;005B;13
0316654213;008BB;11
0316654213;017;13
0316654213;007A;8,5
0316654213;001;9
0316654213;007BA;6
0316654213;006A-3;9
0316654213;009;7
0316654213;008A;6
0316654231;005A;4
0316654231;010B;AB
0316654231;003;9
0316654231;002;11
0316654231;007A;10,5
0316654231;001;14
0316654231;006A-3;12
0316654231;009;8
0316654231;010A;3,7
0316654231;004;5
0316654231;007C;6
0316654259;005A;5
0316654259;003;9
0316654259;002;10
0316654259;008BA;8
0316654259;007BB;9
0316654259;005B;18
0316654259;008BB;8
0316654259;007A;4
0316654259;001;9
0316654259;017;12
0316654259;009;9
0316654259;007BA;16
0316654259;004;6
0316654259;008A;5,5
0316654259;015;14
0316654270;005B;12
0316654270;003;12
0316654270;002;4
0316654270;017;11
0316654270;008BB;4
0316654270;007BB;12
0316654270;009;11
0316654270;008A;5,5
0316654270;008BA;8
0316654270;004;8
0316654270;005A;4
0316654270;001;5
0316654270;011-2;18
0316654270;007BA;2
0316654270;007A;11,5
0316654284;003;5
0316654284;002;5
0316654284;005B;18
0316654284;001;8
0316654284;017;11
0316654284;007BB;15
0316654284;009;7
0316654284;006A-3;8
0316654284;007BA;10
0316654284;004;5
0316654284;005A;9
0316654284;007A;14,5
0316654317;003;8
0316654317;002;10
0316654317;005B;10
0316654317;001;6
0316654317;017;17
0316654317;009;6
0316654317;006A-3;8,5
0316654317;008BB;12
0316654317;004;3
0316654317;005A;1
0316654317;008A;10,5
0316654317;008BA;14
0316654332;005B;16
0316654332;001;10
0316654332;017;10
0316654332;009;7
0316654332;007BB;12
0316654332;006A-3;7
0316654332;007BA;16
0316654332;008BB;12
0316654332;004;6
0316654332;005A;3,5
0316654332;008A;9,5
0316654332;007A;15
0316654332;008BA;14
0316654332;003;11
0316654332;002;13
0316654353;007BB;13
0316654353;017;10
0316654353;009;10
0316654353;002;5
0316654353;001;7
0316654353;005B;15
0316654353;007A;12,5
0316654353;005A;7
0316654353;007BA;10
0316654353;006A-3;8
0316654353;004;7
0316654353;003;5
0316654433;005B;19
0316654433;003;8
0316654433;002;10
0316654433;017;12
0316654433;009;7
0316654433;015;16
0316654433;004;9
0316654433;005A;4
0316654433;001;9
0316654433;011-2;8
0316654471;007BB;8
0316654471;006BB;4
0316654471;005A;4,5
0316654471;004;14
0316654471;005B;8
0316654471;008BB;7
0316654471;001;8
0316654471;008A;3,5
0316654471;006A-2;10
0316654471;003;6
0316654471;008BA;8
0316654471;006BA;6,5
0316654471;007BA;10
0316654471;007A;12,5
0316654471;002;6
0316654471;017;10
0316654471;009;8
0316654536;001;7
0316654536;015;13
0316654536;017;7
0316654536;009;11
0316654536;006A-3;8
0316654536;008BA;14
0316654536;007BB;10
0316654536;008BB;11
0316654536;007A;10,5
0316654536;007BA;10
0316654536;004;4
0316654536;016;0
0316654536;005A;5
0316654536;008A;8
0316654536;003;10
0316654536;002;15
0316654536;005B;10
0316654536;016A;
0316654537;009;11
0316654537;006A-3;6,5
0316654537;007BB;9
0316654537;004;5
0316654537;007BA;10
0316654537;008BB;8
0316654537;005A;5,5
0316654537;008A;7,5
0316654537;003;17
0316654537;002;9
0316654537;007A;5,5
0316654537;008BA;4
0316654537;015;12
0316654537;005B;10
0316654537;001;10
0316654537;017;13
0316654537;016;14
0316654585;006A-3;10,5
0316654585;008BA;14
0316654585;007BB;13
0316654585;008BB;11
0316654585;007A;8
0316654585;004;6
0316654585;007BA;16
0316654585;005A;4,5
0316654585;003;7
0316654585;002;7
0316654585;008A;8,5
0316654585;005B;13
0316654585;001;12
0316654585;017;9
0316654585;009;7
0316654592;004;4
0316654592;007A;11
0316654592;008BB;12
0316654592;005A;9
0316654592;007C;8
0316654592;003;7
0316654592;008A;8,5
0316654592;002;6
0316654592;005B;18
0316654592;008BA;14
0316654592;001;8
0316654592;017;9
0316654592;009;6
0316654592;006A-3;10,5
0316654657;002;8
0316654657;017;5
0316654657;006A-3;5
0316654657;009;11
0316654657;004;9
0316654657;005A;6
0316654657;001;6
0316654657;011-2;12
0316654657;005B;20
0316654657;003;10
0316654662;017;11
0316654662;009;7
0316654662;002;9
0316654662;015;20
0316654662;001;10
0316654662;005B;12
0316654662;007A;6
0316654662;005A;4
0316654662;007BA;2
0316654662;006A-3;4,5
0316654662;004;7
0316654662;003;7
0316654662;007BB;8
0316654688;007BB;12
0316654688;007A;14
0316654688;004;4
0316654688;007BA;11
0316654688;005A;3
0316654688;003;14
0316654688;002;8
0316654688;005B;15
0316654688;001;11
0316654688;017;11
0316654688;009;17
0316654688;006A-3;6
0316654732;015;2
0316654732;005A;4
0316654732;007A;12,5
0316654732;008BB;11
0316654732;003;8
0316654732;002;2
0316654732;007C;13
0316654732;008A;10
0316654732;005B;11
0316654732;001;11
0316654732;017;11
0316654732;008BA;8
0316654732;009;10
0316654732;006A-3;7
0316654732;004;9
0316654735;008A;16
0316654735;003;4
0316654735;004;5
0316654735;005B;16
0316654735;002;14
0316654735;008BB;18
0316654735;007BA;16
0316654735;017;8
0316654735;009;11
0316654735;007A;12,5
0316654735;006A-3;5,5
0316654735;008BA;14
0316654735;005A;4,5
0316654735;001;10
0316654735;007BB;13
0316654755;008BA;8
0316654755;008BB;11
0316654755;005A;5
0316654755;007BA;10
0316654755;003;12
0316654755;002;14
0316654755;005B;15
0316654755;001;13
0316654755;017;6
0316654755;009;12
0316654755;008A;11
0316654755;006A-3;6
0316654755;004;6
0316654755;007BB;8
0316654755;007A;10
0316655052;017;11
0316655052;006A-3;10
0316655052;009;6
0316655052;008BA;14
0316655052;004;7
0316655052;005A;6
0316655052;001;13
0316655052;011-2;11
0316655052;008A;3,5
0316655052;005B;14
0316655052;003;7
0316655052;002;11
0316655052;008BB;8
0316655068;007BB;9
0316655068;008BB;6
0316655068;003;9
0316655068;002;8
0316655068;005B;10
0316655068;007BA;6
0316655068;001;12
0316655068;008A;5
0316655068;017;10
0316655068;015;15
0316655068;009;8
0316655068;008BA;4
0316655068;006A-3;7,5
0316655068;007A;5,5
0316655068;004;8
0316655068;005A;6
0316655139;002;7
0316655139;001;6
0316655139;005B;18
0316655139;007A;4
0316655139;005A;7
0316655139;015;7
0316655139;004;10
0316655139;003;7
0316655139;017;13
0316655139;009;6
0316655192;008BB;7
0316655192;003;7
0316655192;002;10
0316655192;007BA;10
0316655192;005B;11
0316655192;001;7
0316655192;008A;8,5
0316655192;017;6
0316655192;009;7
0316655192;008BA;8
0316655192;006A-3;10
0316655192;007BB;12
0316655192;004;2
0316655192;007A;7
0316655192;005A;6,5
0316655218;005B;12
0316655218;001;8
0316655218;008A;7,5
0316655218;017;15
0316655218;016;14
0316655218;009;5
0316655218;015;14
0316655218;008BA;8
0316655218;006A-3;6
0316655218;004;3
0316655218;005A;7,5
0316655218;008BB;12
0316655218;003;12
0316655218;002;11
0316655233;005B;15
0316655233;001;11
0316655233;017;13
0316655233;009;10
0316655233;006A-3;6
0316655233;008A;8
0316655233;004;6
0316655233;005A;6,5
0316655233;003;8
0316655233;002;13
0316655233;008BA;14
0316655233;015;12
0316655233;008BB;13
0316655332;008A;10
0316655332;003;7
0316655332;004;9
0316655332;005B;16
0316655332;002;9
0316655332;008BB;10
0316655332;007BA;6
0316655332;017;10
0316655332;009;11
0316655332;007A;7,5
0316655332;015;14
0316655332;006A-3;5
0316655332;008BA;4
0316655332;005A;5,5
0316655332;001;8
0316655332;007BB;10
0316655480;006BB;5
0316655480;005A;7
0316655480;004;8
0316655480;005B;11
0316655480;008BB;5
0316655480;001;6
0316655480;008A;7
0316655480;006A-2;11
0316655480;003;10
0316655480;008BA;4
0316655480;006BA;3,5
0316655480;002;7
0316655480;017;11
0316655480;009;7
0316655834;009;5
0316655834;006A-3;7
0316655834;008A;9
0316655834;004;7
0316655834;005A;7,5
0316655834;003;7
0316655834;002;8
0316655834;008BA;14
0316655834;008BB;15
0316655834;005B;11
0316655834;001;7
0316655834;017;5
0316655835;001;13
0316655835;005B;7
0316655835;007BB;10
0316655835;008BB;9
0316655835;005A;9
0316655835;008A;5,5
0316655835;007A;13
0316655835;004;5
0316655835;006A-3;7
0316655835;003;9
0316655835;008BA;4
0316655835;017;9
0316655835;009;8
0316655835;007BA;10
0316655835;002;8
0316655854;004;7
0316655854;005A;3
0316655854;003;7
0316655854;002;6
0316655854;005B;11
0316655854;001;8
0316655854;017;5
0316655854;009;11
0316655913;007BA;16
0316655913;006A-3;6
0316655913;004;12
0316655913;005A;6,5
0316655913;003;12
0316655913;002;6
0316655913;005B;10
0316655913;001;7
0316655913;017;6
0316655913;007BB;6
0316655913;007A;12,5
0316655913;009;8
0316655921;001;7
0316655921;005B;18
0316655921;007BB;13
0316655921;008BB;16
0316655921;005A;5,5
0316655921;008A;7
0316655921;007A;10
0316655921;015;16
0316655921;004;6
0316655921;006A-3;2
0316655921;003;11
0316655921;008BA;8
0316655921;017;17
0316655921;009;10
0316655921;007BA;16
0316655921;002;16
0316656102;004;4
0316656102;005A;5
0316656102;003;7
0316656102;002;8
0316656102;015A;
0316656102;005B;13
0316656102;015;7
0316656102;001;7
0316656102;017;13
0316656102;009;11
0316656102;006A-3;4
0316656172;004;6
0316656172;005A;4
0316656172;003;6
0316656172;002;6
0316656172;005B;18
0316656172;001;11
0316656172;017;4
0316656172;009;7
0316656172;007BB;5
0316656172;007A;9
0316656172;006A-3;7
0316656172;007BA;10
0316656234;008A;7,5
0316656234;005A;9
0316656234;008BA;4
0316656234;003;4
0316656234;002;9
0316656234;005B;18
0316656234;001;10
0316656234;017;13
0316656234;009;9
0316656234;006A-3;5,5
0316656234;008BB;7
0316656234;004;8
0316656485;003;6
0316656485;004;9
0316656485;008BB;9
0316656485;008A;4
0316656485;005B;19
0316656485;002;11
0316656485;007BA;6
0316656485;017;10
0316656485;009;6
0316656485;007A;7
0316656485;008BA;4
0316656485;006A-3;5
0316656485;005A;8,5
0316656485;001;10
0316656485;007BB;9
0316656540;005A;7,5
0316656540;008BA;14
0316656540;003;6
0316656540;002;11
0316656540;005B;13
0316656540;001;8
0316656540;017;15
0316656540;009;7
0316656540;006A-3;6
0316656540;008BB;9
0316656540;004;11
0316656540;015;14
0316656540;008A;10
0316656571;003;10
0316656571;002;9
0316656571;005B;10
0316656571;001;8
0316656571;017;16
0316656571;008A;7
0316656571;009;7
0316656571;006A-3;5
0316656571;007BB;9
0316656571;007A;8
0316656571;004;7
0316656571;008BA;4
0316656571;008BB;7
0316656571;007BA;2
0316656571;005A;4,5
0316656625;003;5
0316656625;002;8
0316656625;007A;12
0316656625;005B;11
0316656625;001;5
0316656625;017;10
0316656625;007C;11
0316656625;009;6
0316656625;016;19
0316656625;004;6
0316656625;015;AB
0316656625;005A;3
0316656669;005A;5
0316656669;004;5
0316656669;003;13
0316656669;017;9
0316656669;009;10
0316656669;002;16
0316656669;001;9
0316656669;005B;13
0316656711;005B;10
0316656711;001;7
0316656711;017;14
0316656711;009;8
0316656711;015;13
0316656711;008A;10
0316656711;006A-3;6
0316656711;004;5
0316656711;008BA;4
0316656711;005A;5,5
0316656711;008BB;11
0316656711;003;12
0316656711;002;14
0316656720;005A;10
0316656720;004;6
0316656720;003;7
0316656720;006A-3;10
0316656720;017;11
0316656720;009;11
0316656720;002;7
0316656720;008A;14,5
0316656720;008BA;8
0316656720;008BB;9
0316656720;001;6
0316656720;005B;16
0316656777;007A;13
0316656777;002;8
0316656777;008A;15
0316656777;001;9
0316656777;015;14
0316656777;014B;10
0316656777;008BA;8
0316656777;008BB;11
0316656777;009;10
0316656777;017;15
0316656777;014A;15
0316656777;005B;11
0316656777;007BB;12
0316656777;003;4
0316656777;004;3
0316656777;005A;7,5
0316656777;007BA;20
0316656777;006A-3;7
0316656880;001;8
0316656880;017;14
0316656880;009;10
0316656880;006A-3;5
0316656880;004;7
0316656880;005A;5
0316656880;003;4
0316656880;002;4
0316656880;005B;14
0316657011;009;6
0316657011;008A;2
0316657011;006A-3;7
0316657011;004;11
0316657011;007BB;9
0316657011;005A;5,5
0316657011;007A;16,5
0316657011;008BA;14
0316657011;008BB;6
0316657011;015;13
0316657011;003;13
0316657011;002;9
0316657011;007BA;6
0316657011;005B;11
0316657011;001;5
0316657011;017;13
0316657052;003;8
0316657052;004;6
0316657052;005B;12
0316657052;002;11
0316657052;008BA;4
0316657052;017;15
0316657052;009;4
0316657052;008A;9,5
0316657052;015;13
0316657052;006A-3;5
0316657052;005A;11,5
0316657052;001;9
0316657052;008BB;8
0316657176;008A;10
0316657176;006A-3;5
0316657176;004;9
0316657176;007BB;10
0316657176;005A;8
0316657176;007A;10,5
0316657176;008BA;8
0316657176;008BB;11
0316657176;015;13
0316657176;003;4
0316657176;002;7
0316657176;007BA;2
0316657176;005B;16
0316657176;001;8
0316657176;017;14
0316657176;009;6
0316657218;006A-3;11
0316657218;004;2
0316657218;005A;1,5
0316657218;003;10
0316657218;002;14
0316657218;005B;8
0316657218;001;6
0316657218;017;14
0316657218;009;7
0316657220;009;10
0316657220;008BB;10
0316657220;004;2
0316657220;008A;5
0316657220;005A;2,5
0316657220;001;7
0316657220;011-2;16
0316657220;008BA;14
0316657220;005B;15
0316657220;003;4
0316657220;002;12
0316657220;017;6
0316657226;007A;6,5
0316657226;008BA;8
0316657226;004;6
0316657226;007C;4
0316657226;005A;1
0316657226;003;11
0316657226;002;7
0316657226;015;AB
0316657226;005B;11
0316657226;001;8
0316657226;017;13
0316657226;008BB;8
0316657226;009;9
0316657226;008A;6
0316657260;005B;6
0316657260;002;6
0316657260;008BB;9
0316657260;008A;6
0316657260;017;9
0316657260;009;6
0316657260;007BA;6
0316657260;007A;11
0316657260;015;11
0316657260;006A-3;10
0316657260;008BA;8
0316657260;005A;5
0316657260;001;10
0316657260;007BB;10
0316657260;003;10
0316657260;004;9
0316657283;006A-3;3
0316657283;008BA;20
0316657283;007BB;9
0316657283;004;9
0316657283;005A;4,5
0316657283;001;7
0316657283;011-2;10
0316657283;005B;16
0316657283;003;2
0316657283;008A;12
0316657283;002;12
0316657283;017;12
0316657283;007BA;10
0316657283;008BB;11
0316657283;007A;11,5
0316657283;009;10
0316657543;008A;10
0316657543;015;11
0316657543;017;11
0316657543;009;13
0316657543;006A-3;5,5
0316657543;008BA;14
0316657543;005A;4
0316657543;001;8
0316657543;003;6
0316657543;004;10
